text,sentiment
<USERNAME> malaysia akan izinkan penjualan vaksin covid  <NUM> berbayar vaksin yang akan dijual  <URL>,2.0
<USERNAME> lha ini malah seluruh masjid daerah tulungagungland jatimcihuahua pd rame sholat idul adha   kok seolah gk ada pandemi ya   busyett dahh   katanya ppkn darurat   ini yg ada di daerah kok kacau gini ya   wkwkwkwkwkk   ,1.0
PPKM diperpanjang jadi PPKMMMMMMMMMMMMMM,2.0
"@WidyoLita Kalau anggota Dewan mati kena Covid ? Masih memiliki warisan yg berlimpah 🤣😂keluarganya ngak bakalan sengsara , elu anggota Dewan PAN ? Kan wakilnya Rakyat , berarti yg harus di utamakan kesehatannya ya , RAKYAT ? Anggota DPR di gaji dari Uang RAKYAT kan ?",1.0
ppkm diperpanjang  ada penambahan lokasi penyekatan di kota medan <URL>,2.0
agustus j<USERNAME> akan di lockdown untuk persiapan pn  langsung sakit kok kepalaku  ,2.0
ppkm silid https://t.co/5BC8IXzkMd,2.0
setiap hari mari kita doakan agar pandemi covid di muka bumi ini cepat selesai  wabah covid nya segera di angkat  bumi sehat kembali   amp  ekonomi indonesia membaik  karna doa yg di ulang seperti mengkayuh sepeda akan sampai ke tujuan,1.0
disuruh prokes <NUM> m gk mau  mengeluh ppkm tp kl beli rokok  makan  quota  nongkrong  sok tajir dpn selingkuhan doyan aplg kl ngebokep diam  tdk pd mengeluh kan  gendeng loe  pada kelakuan spt itu  malu sm gw yg selalu d blng kafir oleh para pemilik kunci surga,1.0
@cleopatraasd Hallo Indonesia  Pagi ini terjadi antrian vaksin dan timbulkan kerumunan dan kmacetan di depan stasiun kota baru gimana mas Bima Arya walkot Bogor klo kjadian begini kmaren ngeluh butuh oksigen buat rumah sakit nah ini mlah nambah calon calon pasien covid 19 mohon sgera action,1.0
sekarang ppkm  jadinya ingin ketinggian gak jadian seperti ini  ppkm  alias pengen pergi ke muncak  tapi ppkm  alias pikir pikir kembali muncak  jadi ppkm  alias pelan pelan ku mundur,1.0
twt priv gue bahkan skrg isinya ttg covid smua huh gws dunia,2.0
"@Catatan_ali7 daerahku bukan termasuk bali dan jawa tapi ikut2an ppkm pasar doang tutup siangan, untung belum dapat, kebutuhan sehari2 ga cukup, anak2 kuliah bingung uangnya dari mana.",1.0
<USERNAME> ngeluarin keputusan ppkm harusnya didukung anggaran untuk efeknya  bukan diperkuat para arogan dilapangan  akhirnya kepercayaan rakyat akan menjadi lemah,1.0
oded bagikan bansos sambil berkaca  kaxa halaman bandung raya  bandung    pr  wali kota bandung oded m danial mengaku  hampir setiap hari menerima pesan berisi keluhan warga tentang perjuangan hidup yang berat di tengah pandemi covid  <NUM>  oded sangat sedih dengan kondisi itu  <URL>,2.0
@aik_arif Syapa bilang Covid Melonjak bang.. Wong Luhut ngomng katax tinggal 3 hari lagi mau melandai koq.. Kwkwkwkwkwk,1.0
"Sebelum perangi covid, perangi dulu manusia2 kadrun zombie provokator, anti vaksin dan anti protokol, merekalah manusia penyebar virus yg lbh berbahaya dari virusnya sendiri, satu2nya cara skrng turunkan militer dg protokol perang hadapi mereka https://t.co/QbIMoIpOXW https://t.co/QqxDIxbWeb",2.0
ppkm darurat diperpanjang sampai tanggal berapa  ini penjelasannya <URL>,2.0
dibentuknya badan khusus utk mengawal dana otsus papua demi kesejahteraan papua  ppkm pulihkan negeri <URL>,2.0
<USERNAME> di komplekku gaada yang jual bubur  ppkm kak,2.0
<USERNAME> mau vaksin ya loe  ,2.0
ppkm diperpanjang  dpd ri minta penyaluran bantuan tepat  cepat dan berkeadilan <URL>,2.0
pks kritik masuknya wna saat ppkm darurat  “kasihan rakyat indonesia  di tengah perjuangan melawan  dan pemberlakuan ppkm darurat  justru negara membuka pintu untuk wna tiba di indonesia    <USERNAME>  <URL>,0.0
jadi biang kerok melonjakanya covid  <NUM> di indonesia  kenali gejala varian delta yang berbeda dari virus biasa <URL> <URL>,2.0
kerja  kerja  kerja  positif covid,2.0
"untuk melindungi seluruh lapisan masyarakat, berangkat dari Alinea IV Pembukaan UUD 1945 jo UU No.6/2018, maka sebaiknya karantina wilayah atau lockdownlah yg diterapkan - bukan PPKM.",0.0
"jujur lockdown, liat negara tetangga bisa dan kebutuhan rakyat yg masih kurang mampu bisa dibantu saling gotong royong gitu. Tp ya, di indonesia emg agak susah kalau dipikir krn pas awal aja kita mau lockdown banyak bgt yg ribut masalah pendapatan dan berujung panic buying.... https://t.co/GKls4exeti",0.0
<USERNAME> ternyata penyebab pandemi ada di pangker,2.0
mending ppkm di perpanjang sampai arsenal juara ucl,2.0
<USERNAME> gua baru kerja hari terus positive covid langsung di dibilang fix gak bisa join ya karena kena covid perlu waktu lama untuk istirahat sekitar minggu   km baru masuk perusahaan gak mungkin gaji   lah yang mau sakit siapa ya gua juga gak mau kena klo bsa mlh,1.0
<USERNAME> <USERNAME> la terus apa gunanya sinovac  siapa ini yg bertanggung jawab sinovac tak bisa cegah kematian dan penularan  siapa yg bisnis vaksin di awal pandemi  yg sdh borong sinovac meski uji klinis blm tuntas  ,1.0
sekul mendadak ngabarin hr ini ikut vaksin pdhl nnt ad mapel😥,2.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> yep  salah suspect  nya adl qatar  negara yg plg sering disebut tokoh int’l sbg pendonor terorisme  di inggris  mnrt laporan al rayan bank jadi channel to wire fund to terror groups  di indo emg ga ada al rayan bank  tp ada <NUM> bank dari qatar di sini hehe  <URL>,2.0
tuit kepanjangan ppkm akan muncul setiap hari sampe ppkm ini selesai jangan risih yak  ,2.0
DEMI ALLAH PPKM PPKM FAEDAHNYA APA SIH😭😭😭 NYUSAHIN SEGALA-GALA,1.0
di idul adha ini mari kita buktikan kebesaran iman kita dgn menjaga  menolong   amp  menguatkan sesama agar menghadapi covid  <NUM> kita kian kuat   amp  kian dekat menuju indonesia yg baldatun thayyibatun wa rabbun ghafur  selamat hari raya idul adha h  mohon maaf lahir   amp  batin  <URL>,0.0
<USERNAME> <USERNAME> anda bodoh krn saya sendiri seminggu stlh lebaran sdh vaksin walau “bayar”  lonjakan kasus stlh lebaran n delta india tdk anda prediksi buat kepentingan anda  saya jg kritik pemerintah napa vaksin stlh lebaran bukannya sblm lebaran sbg syarat mobilisasi  ,2.0
gimana nyampein beban materi yg seabrek sdangkan waktunya sgt terbatas   nek ono sing ngomong guru penak slama pandemi mung nge  i tugas  awakmu durung ngrasakne piye mumete nyiapke materi daring sing ora mbebani dan gampang dimengerti siswa ,1.0
mahfud asyik nonton sinetron ikatan cinta saat ppkm darurat <URL>,2.0
ppkm gini makmur ye pemalsu surat pcr  cian penumpang udh bayar surat mahal eh gabisa terbang  melayani ego manusia emang susah,1.0
ppkm rakyat sehat mau pandemi usai  ketahui pentingnya gerakan m covid  <NUM> <URL>,2.0
anak smua n di rumah trus skrg ppkm gmn mau ketemu org barunya  udh main aplkssi cari jodoh jg tapi gitu gitu aj  org di desa ku dah pd nikah muda kudu pie aku guis  aku pengen nikah huhu  apa yg salah dgnku  apakah cita cita ku buat nikah sama org yg aku cinta n   cont  ,1.0
semoga di masa pandemi ini  kemudahan rizky dan juga kesehatan  keselamatan selalu menyertai <USERNAME> juga <USERNAME>   aamiin <URL>,0.0
<NUM>  <NUM> wib  cikarang barat km <NUM>   km <NUM> arah cikampek padat  diberlakukan penyekatan ppkm darurat    cikampek   dawuan   cikarang   cikunir   cawang lancar  ,2.0
anggota kodim karanganyar bersama anggota polri melaksanakan apel bersama pelepasan bantuan kepada masyarakat terkait ppkm mikro darurat di kabupaten karanganyar  <URL>,2.0
bakti  menjaga keselamatan masyarakat       mari bersama berkontribusi mencegah penularan covid  <NUM> dengan tetap mematuhi protokol kesehatan  serta ikut vaksinasi covid  <NUM>   <URL>,0.0
"@MbahDinNU Aminn Yai ...

Lahir batin sehat

Dompet nya yg sakit sdh q minggu gak kerja kena PPKM... hehe...
Msh 1 minggu lagi moga bisa makan...🙏😃🙏... maaf... malah curhat.",1.0
<USERNAME> lah belum merata semua dapat vaksin udah dipatok tarif,1.0
<USERNAME> <USERNAME> masalah covid pasti selesai  pasti ada yg namanya balas budi  transparansi harus ada,1.0
ppkm   pande pande kau mutar,2.0
"keren bgt pokoknya bisa ttp buka despite ppkm 👍

soalnya matahari singosaren tutup, gm tutup, samsung service center tutup. keren bgt dah ttp buka👍👍👍👍👍👍👍👍👍👍👍👍👍
😀 keren bgt.

wkwk mantap dah keren bgt banget bangetttttt😀😀😀😀",1.0
<USERNAME> ya setuju sekali  dengan perpanjangan ppkm inshaaallah akan mempercepat lengsernya rezim  lalu bgmn nasib buzzerp  dapur bisa nggak ngebul  ,1.0
mau nanya yg punya penyakit kanker ato tumor gitu boleh gasih divaksin  ato ada vaksin khusus gitu  ,2.0
kita di sydney lockdown udah <NUM> minggu  extended satu minggu lagi  disini angka nya gak setinggi di jakarta tapi udah bikin parno  dan satu lagi gak banyak kadrun kayak di jakarta yg bikin rusuh  kalaupun ada langsung dideportasi balik ke yaman  <URL>,1.0
<USERNAME> masih sangat terkendali  <URL>,2.0
<NUM> juli  hariini adalah hari ulang tahun bapak  sayang <NUM> tahun yg lalu beliau pergi kembali menghadap bapa  pak hariini aku belum bisa mengujungi makam bapak lagi  karena masi ppkm  damai bersama para kudus di surga pak e  miss u,2.0
<USERNAME> <USERNAME> <USERNAME> jadi menurut kamu dia kena covid karena di rumah mulu gitu  ,1.0
"@menfesssyg sama, nyesel bgt gue bilang ""2020 semoga lebih baik drpd 2019"" eh nyatanya kebalik bgst corona bgst",1.0
kalo gak salah kemaren ada yg bilang vaksin gotong royong setelah di produksi di jual ke negara lain  hahaha      raja prank beraksi lagi   ,1.0
sayang jangan ngambek deh  ini aku beliin vaksin buat kamu,2.0
serius  orang miskin mah biasa makan seadanya  jadi gada masalah dengan makan seadanya ketika   lokdon  soalnya mau lokdon atau enggak  mau pandemi atau enggak  ya biasa makan seadanya  gopud  apa itu gopud    yg ributin soal makan kan ya kelas menengah  ,1.0
<NUM> fakta syarat terbaru naik pesawat selama ppkm darurat <URL> <URL>,2.0
<USERNAME> ga kmn soalnya ppkm,2.0
<USERNAME> duh skrg kalo liat orang nge gym jd iri banget  membershipku sebulan ga kepake krna ppkm ,2.0
makanya aku milih buat isolasi di hotel   program pemerintah  takut bgt nularin tetangga  ngga tau mereka udah vaksin atau belum  <URL>,1.0
<USERNAME> dan mbak sama mas ipar gw masih ga percaya covid sampai detik ini dong   miris banget tyap debat pas ngumpul bareng mereka  sampe sampe ngga mau di vaksin mereka berdua  untung ortu sama klrga yg lain percaya dan mau d vaksin  ,1.0
 maskeran ora gelem corona ora percoyo bantuan     minta duluan  <URL>,2.0
sri mulyani bilang ppkm darurat bakal diperpanjang hingga enam minggu ke depan  apakah mau nanggung biaya hidup rakyat  <URL>,1.0
"Jangan percaya klo Covid itu ad 
Inj cuma sandiwara. . . .TV https://t.co/Y1rqLVAg9j",1.0
"@eliasyourbaby waktu pas pertama mah yg dapet sms konfrimasi aja yg bisa vaksin, tp gue liat di ig kabupaten nya yg vaksin pertama juga ada, kan jadi takutnya mbludak",2.0
malah keliatan bodoh   amp  merugikan bisnis sendiri  yang udah vaksin bisa ngaku belum vaksin dan dapet kopi gratis  tinggal ga usah tunjukin kartu vaksin kan  sementara  promo kopi yg satunya untuk yg udah vaksin  yg belum vaksin ga bisa ngaku udah vaksin krn ga punya kartu vaksin  <URL>,0.0
dan persatuan pengguna islam malaysia dok push ivermectin as medicine to treat covid and palau effectiveness of vaccine  shame <URL>,2.0
<USERNAME> bisnis vaksin lancar bos   ,2.0
mari dukung kpk memberantas korupsi  jangan terpengaruh polemik twk ppkm indonesia sehat <URL>,0.0
@Luxuria_Luest makanya bingung bgt wkwkw semenjak ppkm jadi gini,2.0
<USERNAME> <USERNAME> kapan vaksin merah putih dipakai   ,2.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> saya pribadi kesal dengan para mafia obat  dan soal percaya  corona itu penyakit bukan soal percaya atau gk percaya  ,1.0
<USERNAME> <USERNAME> <USERNAME> kepikiran begini juga sejak ada berita kf bakal jual vaksin  kenapa ga kf ini   diperbantukan  untuk mengejar vaksinasi nasional   yg gratis itu  alih  alih malah jual vaksin  dengan jaringannya di seluruh indonesia  pastilah mampu  toh dia bumn juga  ,1.0
<USERNAME> lagi ppkm bos ndak boleh ider dulu,2.0
info polri ppkm darurat sesuai inmendagri <NUM>  tahun <NUM>  dimana resepsi pernikahan dihadiri maksimal <NUM>  tiga puluh  orang dengan kesehatan secara lebih ketat dan tidak menerapkan makan ditempat resepsi  <USERNAME> <USERNAME>    <URL>,2.0
salah satu dampak pandemi adalah degradasi moral manusia  ga menggeneralisir sih  tapi rata² orang pada turun moralnya,1.0
paling tak percaya covid dan paling kenceng nolak vaksin  sekarang mereka sekeluarga terkena virus covid  dalam hati mampus loe  makanya loe jangan bergaul sama simpatisab pekaes dan kadoren,1.0
dah macam rutin dah  bangun pagi check mysejahtera untuk tarikh vaksin  serupa macam check wasep pulak tengok pakwe ada text tidak  ,2.0
"Malaikat pun kalau masuk sistem kita maka... @erickthohir
@mohmahfudmd

Erick Tegaskan Vaksin Gotong Royong tak Pakai APBN
https://t.co/XaGF14foBG",2.0
<USERNAME> <USERNAME> sama bro  awalnya saya juga gitu  setelah pandemi brjalan <NUM> bulan baru berubah pikiran,1.0
"Masih mengira keadaan baik baik saja??
Kalian mungkin masih merasa enak dan Aman kondisi saat ini.
Kalian punya Gaji..Tabungan..Bisnis dan Asset.

Sementara kami untuk makan hari ini aja mesti seharian mencari rezeki itu. Beda dengan sebelum PPKM ini.",1.0
kalau baru selesai   c word mau di vaksin harus nunggu beberapa bulan dulu atau gimana  ,1.0
aku nda tau susunan instruksi tun itu seperti apa  soale setau aku di uu ppp nda ada  jadi aku samain aja pake istilah   konsiderans  nah  di bagian itu  instruksi mendagri soal ppkm darurat diberlakukan berdasarkan arahan presiden  bukan berdasarkan amanat uu kk ,1.0
<USERNAME> mau keadilannya aja sih  diluar sana orang cari rezeki susah karna ppkm  coba yang ini diapaaiin gitu   <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME>,1.0
penyemprotan cairan disinfektan   patuhilah protokol kesehatan cegah covid  <NUM>   jagoan palembang jago palembang   <USERNAME> <USERNAME> <USERNAME> <USERNAME> <URL>,2.0
<NUM>  <NUM> polri sat pjr dit lantas pmj kegiatan penyekatan ppkm mikro darurat tol dalam kota  off ramp pancoran  <URL> <USERNAME>,2.0
allah tak segan memberi perumpamaan dgn seekor nyamuk atau yg lbh kecil dari itu   virus  utk menunjukkan bhw manusia itu lemah   amp  hina  saat seorg meninggal krn covid  misalnya  tubuhnya dibungkus n dikubur tanpa boleh disentuh  si virus yg mati mlh jd vaksin yg manfaat   ,1.0
<USERNAME> ayo gotong royong melawan pandemi indonesia  bisa,2.0
ppkm di perpanjang ,2.0
<NUM>  <NUM> pelaksanaan pembatasan mobilitas pada masa ppkm darurat  lakukan penyekatan di semanggi atas jl  gatot subroto arah ke   bunderan hi  <URL>,2.0
masih heran sama orang yang nganggap covid  <NUM> itu aib  jangan diskriminatif  yok pola pikirnya bisa yok,1.0
<USERNAME> karena inggris lebih waspada dari awal  di indonesia berapa orang yg meninggal karena covid tapi tidak diketahui atau tanpa proses swab seperti kasus awal dulu di cianjur  ,1.0
"@deensqi @tubirfess Kalo sekarang enggak, tp kalo udah selesai covid cuss berangkat.",2.0
warga indonesia yang terdeteksi covid  <NUM>  pakar   “hanya <NUM>  <NUM> persen” <URL>,2.0
<USERNAME> ayaaa  siapa yg kena covid  ok ke ni  ,2.0
<USERNAME> giliran minta rakyat berkorban   pdhl rakyat sdh berkorban terus menerus slm era kepemimpinannya  bawa nabi  tapi utk urusan pandemi  gak mau mencontoh nabi  kan bangsat yaaaa  ,1.0
<USERNAME> <USERNAME> <USERNAME> tuh buktinya si ikan buntal sdh bilang covid itu real setelah dia terpapar,1.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> itu perlu nya aplikasi peduli lindungi di hp  bisa cari orang lain vaksin belum apa tidak  tentu nya minta no ktp to sertikat vaksin  orang yg kita cari  ,1.0
<USERNAME> ak sering liat dia update story instagram kynya trakhir sblm lahiran  ga tau ternyata smpt covid dan udah ga ada aja skrg  kaget bgt aku ren  iki perburukane cepet bgt ya ren ,1.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> lha yg punya massa byk putuskan untuk diam kok  katanya hindari bentrokan  he he he tahu bukan yg dimaksud  ,1.0
semoga lulus tepat waktu atau bagusnya lebih cepet  sehat terus  semoga pandemi cepet berakhir  gausah stress putam dibawa enjoy aja  <URL>,0.0
formatnya kan ppkm diperpanjang sampai   waktu yg lama  lama bgt   contoh ppkm diperpanjang sampai nemu yg lucu,1.0
jkt ppkm <URL>,2.0
<USERNAME> ke puskesmas aja nanti konsulnya bisa online selama ppkm  selama ada bpjs aman kok  ,0.0
<USERNAME> ppkm  pagi pagi kok muring,2.0
 mulai tanggal <NUM> juli <NUM> pkl <NUM>  <NUM> wib s  d <NUM> juli <NUM> pkl <NUM>  <NUM> wib penutupan jalan layang mohamed bin zayed arah cikampek  selama libur hari raya idul adha <NUM> h dalam rangka pengendalian mobilitas masyarakat untuk menekan angka penyebaran virus covid  <NUM>  <URL>,2.0
<USERNAME> maaf kak  titip ya donasi   bca  <NUM> an  dede mayantika untuk anggita yg masih butuh perawatan  bapak nya cuma skedar kuli bangunan  sampe sekarang belum kerja di tambah situasi pandemi gini  mohon sedikit bantuan y   do  a serta retweet y ya kak <URL>,0.0
kemenkes minta penjual tak menahan obat terapi covid  <NUM> <URL>,2.0
warga depok  bekasi   tangsel  tangerang kota kalo ga nebeng vaksin di dki ya bisa jadi datanya lebih kecil lagi <URL>,2.0
Morning rabu. Masih dengan PPKM dimana yang lain WFH dan saya tetap WFO. https://t.co/USpc19icvn,1.0
<USERNAME> <USERNAME> pake helm jg ada syaratnya  klo kepala kita kecil pake helm kegedaan dan keberatan  resiko jatuh bs terjadi  kepala gede helmnya kekecilan  resikonya bikin pusing  makanya sblm vaksin hrs pre screening kondisi kesehatan  klo tensi lg tinggi  gak boleh vaksin  bdn jg hrs fit  ,1.0
daftar vaksin dari jam <NUM> malem  ditinggal makan dulu sampe jam <NUM> malem terus nunggu sampe jam <NUM> pagi buat daftar  dan akhirnya jam <NUM> disuruh balik lagi ke rs setelah daftar untuk ambil nomer antrian  dan bodohnya gw ketiduran sampe jam <NUM>  untung pas ke rs masih keburu dapet nomer,1.0
<USERNAME> <USERNAME> <USERNAME> dengan keadaan hari ini  bukankah meminta lockdown dan menutup penerbangan internasional intuk mencegah virus  sangat masuk akal  ,2.0
jalan jalan pada ditutup gw mau ke rs gabisa anjing mau lewat ditanya kartu vaksin mana belom vaksin di skh yang <NUM>  blom adaaaa ,1.0
<USERNAME> <USERNAME> kalau setelah divaksin tentu patut diduga akibat vaksin  gmn sih  toh sebenarnya vaksin yg ada belum sepenuhnya approved  msh proses uji klinis  bgm anda bisa pastikan tidak termasuk dlm persentase yg kecil itu  kan anda baru akan tahu setelah divaksin  hak orang menolak,1.0
bupati bekasi meninggal akibat covid   usai sulit dapatkan icu  <URL>,2.0
di ktt apec jokowi singgung kesenjangan vaksin eropa  amerika dan asean <URL>,2.0
<USERNAME> apa benar harus menunggu <NUM> bulan dok untuk vaksin bagi penyintas covid   ,2.0
ppkm   pernah percaya kemudian menyesal,2.0
<USERNAME> apa mereka tidak yakin bahwa pemerintah mampu menyelesaikan pandemi ini  ,1.0
ppkm  pagi pagi kamu merindu  ,2.0
Satgas menyebut bahwa Kenaikan Kasus Covid-19 mingguan sudah melambat #PPKMDaruratBerantasCovid https://t.co/Is6T8tJtwB,1.0
knp hrs dperpanjang ppkm pak presiden  g kasian dg rakyatnya yg klaparn  kl bpk dg pra pejabatnya seh pny gaji sdgkn kami g ad yg kasih kl bukan dg cari sndiri <URL>,1.0
timnas italia disalahkan atas lonjakan kasus covid  <NUM> di roma   <URL>,2.0
<USERNAME> kalo lokdon ntar orang pada mudik kaya di india  sebelum ppkm berlaku orang udah datengin bandara,1.0
top <NUM>  skenario perpanjang ppkm darurat <NUM> minggu <URL>,2.0
mana sekarang papa sama adekku juga positif covid   aku takut bgt  semoga allah lekas angkat sakit yang mereka rasakan saat ini  ,2.0
okay masa amik vaksin tu takde la nak tgk jarum sebab takut tapi rasala benda tu masuk  tapi takde side effect issokay kan  <URL>,2.0
<USERNAME> <USERNAME> <USERNAME> apasih  lu mau bandingin org yg mati karena covid apa vaksin jg gaada gunanya karena lu gatau   penyebab  ril yg ngebuat mereka mati karena apa  jgn lgsg nyalahin vaksin pdhl lu gatau apa  jgn jadi orang yg gampang kemakan berita hoax karena itu nakutin dan provokasi  ,1.0
kalau kata tata dulu gue nolep banget di sklh kayak org bego planga plongo tapi semenjak pandemi knp gue beda bgt  kek bucin banget satttt  please idk knp bisa gini hdh  mau jadi nolep lagi aja bisa ga sieee,1.0
<USERNAME> nyokap <NUM> minggu kemarin positive covid dan ada komorbid jantung yg mana resiko <NUM> kali lipat dibanding org normal  alhamdulillah gejalanya ringan padahal baru suntik pertama vaksin  sabtu kemarin hasil testnya sudah negatif  tentu vaksin sangat berperan untuk kesembuhan nyokap  ,1.0
<USERNAME> <USERNAME> <USERNAME> tak perlulah pergi turki untuk jemput pelaburan  siapa bodoh nak labur kat malaysia dengan cara pengendalian ekonomi dan covid negara  darurat  gantung parlimen etc  oh  mungkin ke turki untuk buat jualan aset aset negara  ,1.0
dana otsus akan dimaksimalkan utk kesejahteraan papua  ppkm pulihkan negeri <URL>,2.0
@loeysites @rosanxient @bukanosya @AREAJULID PPKM jalan ditutup,2.0
<USERNAME> terima kasih untuk giveawaynya kak  semoga aku  kakak dan semuanya diberikan kesehatan  kebahagiaan  dan kelimpahan rezeki selama masa pandemi ini  may god bless us ,0.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> dokter  dan orang  sejenis  gak perlu dihukum kurungan  habis  in anggaran  hukuman sosial dg kerja di sentral  rs covid  atau penggali kubur lebih manfaat,1.0
<USERNAME> buaya baru era pandemi,2.0
yuk disiplin ppkm <URL>,0.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> serius nya itu  ngerampok duit utk covid br jamaah  mkin lm covid mkin bnyk duit yg bisa di  rampok  ,1.0
presiden jokowi  gubernur  bupati  walikota serta forkopimda fokus penanganan covid  <NUM> <URL>   <USERNAME> <USERNAME>,2.0
sabar menikmati keadaan yang ada di masa pandemi  perbanyak ibadah  semoga allah mempermudah semuanya  aamiin,2.0
<USERNAME> <USERNAME> kalau saja ada hati para pemimpin negeri ini dan mengikhlaskan mereka bekerja tanpa gaji selama masa pandemi  mulai presiden  dpr ri  dpd  para pejabat tinggi negara  saya yakin rakyat akan hormat dan menyerahkan hatinya pd negara  dan pasti msh ckp harta mereka untuk makan enak  ,1.0
waspada provokasi  ppkm indonesia sehat <URL>,2.0
<USERNAME> sunmori pas ppkm boleh ya chef  ,2.0
<USERNAME> emang susah diatur sllu mengabaikan prokes  klau trus kayak gitu maka jkarta tk kn selesai menghadapi pandemi bila mana warganya gk mau naati peraturan pemerintah ingat rumah sakit udah penuh  moga semua ini cpat berakir,1.0
emang masih ada ya orang yg gak ada kerabatnya yg sedang berjuang melawan covid  kritis di rumah atau di rs  kaya mahfud gt  kok selow ya  bener semua kerabatnya aman  ya  aku heran kok ada orang yg beruntung bgt  ,1.0
  cm  hai yang udah pada divaksin boleh cerita ga efek sampingnya apa  aku lagi skripsian ngejar deadline banget  mau vaksin tapi ngeri efek sampingnya demam dll  yang bikin skripsiku malah kehambat,1.0
<USERNAME> <USERNAME> dan jabar masuk <NUM> provinsi yg ditegor mendagri krn lambat merealisasi anggaran covid  ,1.0
<USERNAME> level ketua mpr cm bisa ngomong begitu  perintahin presiden utk buat riset covid <NUM> yg terintegrasi dr hulu sampai hilir  pak  itu baru pejabat yg levelnya ga kaleng²,1.0
<USERNAME> padahal vaksin gratis loh dek bocah <USERNAME>   ttd  <USERNAME>   sudah vaksin  <URL>,2.0
Peace of mind yang dijaga banget dengan ngga baca berita Covid :(,2.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> setuju  vaksinasi gratis kan ga dihilangkan  negara lain juga ngadain opsi vaksin berbayar,1.0
<USERNAME> jaga indonesia patuhi prokes  sayangi keluarga  sayang tetangga  sayangi warga sekitar untuk saling menjaga dan meredam pandemi covid <NUM>  jangan aktifitas diluar jika tidak mendesak patuhi selalu prokes untuk indonesia kuat   amp  sehat,0.0
sedih banget sih lebaran idul adha tahun ini gagk seramai tahun sebelumnya  memang covid babi <URL>,1.0
  vaksin jadi objek bisnis  korup  menyusupkan tka cina ke indonesia     rakyat tolak ppkm     bangkalan madura  masyarakat dhadang polisi saat masuk masjid untuk sholat idul adha  rzim jokowi rzim pki komunis   <URL>,2.0
<USERNAME> <USERNAME> aku kemarin vaksin pertama ka  kebetulan lagi kurang enak badan alias agak sesek kadang kadang  dan punya penyakit bawaan gejala asma  sama asam lambung  terus aku konsultasikan dan di bolehkan utk vaksin  udah vaksin lemes dan ngantuk tp pas udah di tidurkan badan jadi seger lg,2.0
terorganisir dan terencana  skenario para oposisi licik  demo tolak ppkm malah teriak revolusi  <URL>,1.0
vaksin udah tersedia  tapipak kenapa bisa dipegang pihak ketiga  utk diperjual  belikan  apa negara gak sanggup ngecover semua biaya beli vaksin  apa negara kekurangan tenaga kesehatan utk menjangkau proses vaksin ke semua warga  hmm  ,1.0
<USERNAME> akhirnya covid <NUM> jadi flu biasa  ,2.0
<USERNAME>   virus  nya si ade armando ini lebih hahaya dari covid <NUM>  ,2.0
<USERNAME> makanya  keliatan jambak  an cuma di twitter doang  di belakang rapat bareng  partai politik isinya cuma caci maki  pendidikan jenis apa yg mau diberikan ke msyrkt kl begitu caranya  mendingan buat bantu beli vaksin   amp  nambahin bansos  ,1.0
<USERNAME> <USERNAME> lha kan sudah dari kemarin disuruh vaksin  gratis  lu dimana tong,1.0
<USERNAME> tapi denger denger si kua nya tutup ppkm suru onlen aja katanya,2.0
"@jilulisme @BuruhYogyakarta @humas_jogja @Jogja24Jam Di WA kita udah kasih roundown, jadwal vaksin tiap peserta, dan apa saja yg harus dibawa.
Prokes jalan dan Gak kesusu https://t.co/dPPWyj4TIv",0.0
@kumparan Artinya Indonesia bagus dalam penanganan covid kan? Mari kita berdoa untuk kebaikan negeri ini,0.0
<USERNAME> yuhuu  nadip dah vaksin belum  ,2.0
hari kelima ppkm darurat  masyarakat mulai terlihat sadar     <URL>,0.0
pagi sy mau vaksin,2.0
<USERNAME> ppkm ayam geprek ,2.0
<USERNAME> <USERNAME> mungkin nanti dibuatkan dalilnya  mati krn vaksin juga syahid   ,1.0
<USERNAME> <USERNAME> ppkm gbs liburan  netplikan aja,2.0
keterisian tempat tidur perawatan pasien covid  <NUM>  mulai flat  <URL>,2.0
<USERNAME> peurteunyeueun guwah  <NUM>  apakah dokter dan perawat yg wafat kerna covid punya komorbid semua   <NUM>  anda ga punya komorbid berani jadi relawan di wisma atlet buat membantu para pasen covid     itu aja dulu dijawab  pertanyaan lain menyusul setelah saya makan bekel nasi dari rumah,1.0
