text,intent
hihi kren bgt bertahan semingguan drumah doang   life <URL>,4.0
gila mau minta vaksin tapi kelakuan pemerintah nya gini yapi di indo  ah sudah lahh  <URL>,4.0
betul ke if bila kita dah positive cov  <NUM>  then taktahu sebab takda simptom  lepastu pergi vaccine  <NUM> hari lepas vaksin  demam teruk  batuk teruk  cirit birit  hilang deria rasa   amp  bau  and vaksin tu buatkan kita jadi teruk  betul ke vaksin tu buat kita lagi teruk  ,4.0
"Perbuatan Adalah Cerminan Isi Hati , Jika Hati Dipenuhi Kebaikan , Maka Sikap Dan Tindakan Akan Baik, Pun Sebaliknya.

Mari Kita Berbagi Sedikit Mengurangi Beban Saudara Kita Yang Terdampak Pandemi covid-19 Mudah Mudahan Berkah Dan Bermanfaat.

#BhayangkaraUntukNegeri https://t.co/JgGGY82ZgF",2.0
kuburan pasien covid  jumlah pasien berat  ringan  buat apa diberitakan  malah menurunkan imun masyarakat,3.0
@makLambeTurah Lah gw udh vaksin lengkap sejak awal April. Kok belum mati yah?,4.0
lah pagi raya ckp pasal vaksin,4.0
ppkm   perbanyak pergi ke masjid  ,4.0
<USERNAME> maknanya takde la org jual vaksin tu  ,4.0
"@Paltiwest Mas bro, ketika ada larangan kumpul di tempat ibadah, mereka banyak menolak keras. Hal ini dimaksudkan agar covid makin massif dan berujung pemerintahan akan tumbang karena dibilang gak mampu atau gak becus manajemennya.",3.0
kelurahanmu ngadain sholat ied atau cuma dirumah saja   ,4.0
herd immunity bs diabaikan dulu  krn org jg bs tetular lg setelah divaksin  lebih pas vaksin utk mengurangi risiko kematian dan saat ini mestinya diberikan gratis ke semua org  terutama kelompok rentan  jujur ajalah mau cari rente dr vaksin  dan ini penyimpangan dr vaccine equity <URL>,3.0
<USERNAME> sy prcaya ppkm akn turunkn kasus  tp ini br akn trbaca mnggu dpn  saat kasus mulai turun hrsnya krantina dprtahankn   amp  tracing justru dprbanyak bkn malah dkurangi  lngkah tanggung hnya akn jadikn pngorbanan <NUM> mg sia  ini akibat dpimpin prsdn yg tak punya intgritas   amp  visi jauh k dpn,1.0
cok lupa mo vaksin malah gadang,4.0
<USERNAME> pertama tahu tentang dr  pot  saat lihat di youtube beliau menjelaskan tentang covid membuat kita waspada tapi tidak paranoid  setelah tahu perjalanan hidup dan perjuangan dr  pot  hormat dan kagum saya untuk dr  pot,0.0
selekeh mat geng rempit ni  orang suruh duk umah kau pergi bantai buat photoshoot dekat railway dengan member  orang ceni mmg layak sangat kena covid,4.0
beberapa teman kantor terpapar covid  dan beberapa diantaranya adalah teman <NUM> ruangan  pagi ini mulai membuka obrolan dengan orang rumah tentang beberapa kemungkinan yang terjadi kalau  kalau akupun terpapar  sejauh ini pembicaraan masih sejauh teknis isoman di rumah  ,3.0
<USERNAME> ngga taulah  ada ppkm skala darurat sj angka positif nge  gas teruss  kl dihilangin apa bisa turun angkannya  ,1.0
saya dan mamanya cenul daftar vaksin via ig dinkeskaranganyar  satu hari kuota <NUM>  saat daftar onlen rebutan <NUM> menit abis kuota  saya ada triknya  pakai laptop  pc  ketik di notepad biodata  tingga copas  cepet  alhamdulillah berasil,3.0
"Tangkap dan telisik apakah yg ingin agar covid 19 TDK bs hilang atau apa modus dr Nakes ini dan penjarakan sesuai kesalahannya negara hrs tegas jng sll damai dg materai 
Katakan salah bila salah dg konsekwensinya hukum Krn kita negara hukum . https://t.co/RndjMObFxt",0.0
pemerintah tegas memberantas mafia obat  obatan  ppkm basmi covid <URL>,3.0
@TofaTofa_id Aksi mandiri nekat demi PPKM darurat?,1.0
"@FaheemYounus which one the best doc ? thanks

vaksin mana yang terbaik, dok ? Terima kasih",5.0
ini baru covid  dimasa depan kalo virusnya bisa bikin orang jadi zombie  bakal gini juga  ,0.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> ah ini orang paling cemen dan pengecut yang oernah gw lihat  gayanya aja koar sana koar sini kayak jagoan  kaya pendekar  tapi begitu dihadapkan sama polisi langsung kisut barangnya  orang kayak gini gak akan berani maju oaling depan  tapi bacot doang yang gede  ,1.0
"Seperti kelakuan sebagian orang di tengah pandemi #Covid19 saat ini.

Mereka mengata-ngatai #Covid19 dg pelbagai celaan yg tak pantas diucapkan.

Alih2 berdoa kpd Rabbuna Jalla Dzikruhu agar wabah ini segera diangkat dr muka bumi ini.

Allaahul musta'an. https://t.co/vnvLRtLpDL",0.0
PPKM yang pandang bulu https://t.co/1YKJ1lhW6M,4.0
<USERNAME> <USERNAME> kan pas anak an rewaja belom ada ppkm bang,4.0
hijrah belum berakhir sebelum berakhir nya taubat   dan taubat tidak akan berakhir sebelum matahari terbit dari barat   seruan taubat yang minim di tengah kepungan pandemi yang tak tahu kapan berakhir   <URL>,3.0
kalo diluar negeri ada satu golongan lagi  mau vaksin  yakin vaksin itu bekerja  tapi gamau pake masker,3.0
semoga ppkm ini segera berakhirrrr huhu,4.0
sama covid ini saya antara percaya dan tidak percaya  saya percaya karna saya sudah vaksin dan saya tidak percaya karna banyak mafia yg menunggangi covid di dalam fikiran saya ini apa cuma drama dan sayapun tidak tahu dan tidak mau tahu     <NUM>  <URL>,0.0
"Yuu tetap menyerah dan jangan semangat yaa. 

Udah hari rabu, bentar lg weekend tapi masih ppkm jadi ga bisa kemana mana yaa @ Puncak Gunung Sagara https://t.co/UZDvJQg87h",4.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> ane ga tanya gambar kertas tsb  yg ane tanya referensi ilmiah dasar klaim kamu ini   kamu mengatakan bahwa     penderita covid terinfeksi streptococcus sensitif boleh dikasih azithro     ada dasar referensi ilmiahnya atau tidak komentar kamu imi   <URL>,3.0
"rumah sakit pada penuh, obat dimana mana habis, cari oksigen susah, cari vitamin susah, semua harga yg berkaitan sama covid pada mahal. yakin masih mau keluyuran? yakin ngga mau vaksin? wes ta enak sehat rek. ojok mokong. kurangi mobilitas. tetep jalankan prokes.",2.0
doain aku sm mamaku negatif dong fren biar bisa vaksin besok <URL>,3.0
<USERNAME> belum turun insentif tsb atau ada oknum yg coba mempersulit  semoga tuhan jesus buka jalan dan pandemi ini berlalu  amen,0.0
hari ini kubangun pagi buat vaksin,3.0
selamat pagi  hari ini hari bersejarah pusat vaksin pwtc kerana menerima <NUM> penerima vaksin  jumlah paling ramai setakat ini  <URL>,3.0
selamat hari raya idul adha  semoga pandemi segera berlalu dan kita bisa ke stadion lagi  <URL>,3.0
<USERNAME> ternyata covid mengincar otak yg kosong,4.0
tim gabungan polres tabanan  kodim <NUM> tabanan  sat pol pp dan dinas pehubungan kabupaten tabanan kembali melaksanakan penyektan di simpang pahlawan tabanan  hal ini bertujuan untuk mengurangi mobilitas masyarakat saat ppkm darurat berlaku  untuk memutus mata rantai penyebaran <URL>,3.0
walaupun hari libur  gubri bagikan bantuan beras ppkm  <URL>,3.0
wapres ma’ruf amin  semua ormas islam sepakat idul adha di wilayah ppkm darurat dilakukan di rumah <URL>,3.0
"@xenn_nnex Sunway Putra..

Depan ni ada tempat Vaksin jer",4.0
sayangnya  penguasa dalam sistem kapitalisme hari ini selalu berpikir ala kapitalisme   pun dalam penanganan pandemi  yaitu hanya fokus pada jumlah produksi dan abai pada distribusi  ,3.0
kamu percaya covid  — mungkin  ga pernah berobat juga cuma pernah demam  lidah ga ada rasa   amp  sendi sakit <URL>,3.0
<USERNAME> <USERNAME> tolong dipikirkan lagi <USERNAME> <USERNAME> kalau ppkm darurat di perpanjang  <USERNAME>  <URL> <URL>,4.0
pernyataan dokter lois viral terkait covid  <NUM> setelah dirinya mengunggah pandanganya di beberapa media sosial miliknya  merespons pernyataan yang tidak sesuai dengan realita yang ada di lapangan  idi memanggil dokter lois  <URL>   via <USERNAME>,3.0
kasus covid indonesia bisa nyalip india dan brazil ini mah,3.0
ini merupakan pengiriman tahap pertama vaksin moderna dari pemerintah amerika serikat  ” ujar menteri luar negeri   menlu  ri retno lp marsudi dalam keterangan pers menyambut kedatangan vaksin tersebut  minggu   <NUM>  <NUM>  secara virtual  <URL>,3.0
pakar mengusulkan ppkm darurat di perpanjang sampai jumpa kawanku  semoga kita selaluuu uuu uuu uuu   menjadi sebuah kisah klasik untuk masa depan,0.0
pokoe after ppkm aku checkin,4.0
tgk la nanti time amik vaksin  mmg aku pakai topeng ikan aku <URL>,4.0
reposted from <USERNAME>   dalam rangka mengurangi angka penyebaran covid  <NUM> di masa ppkm ini  pemerintah mewajibkan masyarakat yang hendak bepergian untuk menunjukkan sertifikat vaksinasi  yuk simak infografis berikut untuk mengetahui cara mengunduh sertifikat vaksinasi   <URL>,3.0
penambahan penyebaran virus covid <NUM> menunjukkan kenaikan yang signifikan  rapat koordinasi pangdam v brawijaya  dengan menteri kemaritiman di investasi lebih diintesifkan mengantisipasi melonjaknya penambahan pasien covid pra dan pasca hari raya idhul adha  surabaya <NUM> juli <NUM> <URL>,3.0
<USERNAME> pasti ada vaksin varian baru rasa orange jus,4.0
kemarin vaksin covid  <NUM> tahap ke  <NUM> telah tiba di bandara soekarno  hatta  tangerang  banten  pada senin   <NUM>  <NUM>  <NUM>  <URL>,3.0
@dimazmaulanaa Ra kenal covid isihan 😂,4.0
Efek vaksin. Linu sebadan2. Mana vaksinnya barengan. Jd bingung mau minta tolong apa2 tp dianya jg linu wkwkwk. Tp emang keluarga mager aja ini macem singa laut goleran baee,4.0
mengetuk pintu langit semoga allah swt mengabulkan doa gubernur <USERNAME> semoga pandemi ini segera berakhir  <USERNAME> kota peradaban memanusiakan manusia  terus berkolaborasi saling meringankan membantu dan wujudkan keadilan  <URL>,3.0
arab saudi evakuasi udara warganya yang terinfeksi covid  <NUM> dari indonesia <URL> <URL>   via <USERNAME>,3.0
<USERNAME> <USERNAME> <USERNAME> udah pada mulai melek matanya… makan tuh ibu kota baru… plg ujungnya mangkrak  covid lah disalahkan…,3.0
<USERNAME> minta maf karna pemerintah gagal total menangani si coved  <NUM>    moga scepatnya menemukan jurus yg tepat tuk mngalahkan si covid  ,4.0
ketua dpd ri minta masyarakat waspadai varian baru virus corona <URL> <URL>,3.0
wibu dari jalur pandemi kali. https://t.co/J45kRdYLS3,1.0
<USERNAME>  stay safe ya brti di dom kamu covid nya ga naik yaa,4.0
<USERNAME> dia nnya apa itu ppkm kan yah  inih barusan aku srch <URL>,4.0
sistur bukan anti vaksin tengkorak dia <URL>,4.0
@VICE_ID Diam di rumah gak usah kemana-mana lagi PPKM Darurat,0.0
"PPKM Diterapkan, BK DPRD Kota Padang Sepakat Tunda Kunker

 https://t.co/nkBDEwCbGL",3.0
<USERNAME> <USERNAME> setuju banget sih ini  emang bukan cuma <NUM> kubu tapi <NUM>  jadi ya ga semua yang menentang karena emang ga percaya kopid  tapi ya karena sudah terlalu lelah ini pandemi ga kelar  sedangkan hidup terus berjalan  butuh pemasukan  gitu kan  ,0.0
sinergitas dandim dan kapolres tabanan distribusikan sembako untuk warga terdampak ppkm level  <NUM>  <URL>,3.0
lah ngeri banget di grup ibu yg pada sembuh covid pada donorin plasmanya  tau sendiri lah semuanya pasti udah pernah hamil  kok bisa ya mereka lolos screening,0.0
<USERNAME> wajar la kan dia pengusaha  dimasa pandemi rata perusahaan nya yg jd vendor atw yg jd makelar nya,1.0
lebaran tahun ini beda bgt  covid lu bener  bener merenggut semua kebahagiaan orang  siapapun yg ngebuat lu  yg ngebuat ini makin buruk  yg ngebuat semua jd begini dah fix kuburan lu isi api kaya di film hidayah  ,0.0
<USERNAME> anaknya pas gede mgkn protes berat sih ini  menyiksa bgt  mana vaksin lebih murah drpd tagihan rs pula  ,3.0
<USERNAME> waalaikumsalam kkcik  slmt pg kembali  ditmpt ayahanda tgh hujan gerimis skrg  semoga  urusan kkcik tok terima suntikan vaksin hari nie dipermudahkan  aaminx,4.0
antisipasi lonjakan kasus covid  pemkot medan siapkan tempat isolasi <URL>,3.0
<USERNAME> blm dpt surat edaran dari sklh ku kak buat di suruh vaksin wkkw,4.0
layani keluhan  ganjar pranowo hadirkan call center covid  <NUM> selama <NUM> jam   <URL> <URL> <URL>,3.0
beruntung aja kalo badan lu sehat mungkin emang ga trlalu parah dampaknya ke elu kek meriang biasa  tapi kebayang gak yg udah penyakitan sebelumnya jd tambah parah woe  gue jg kesel sama orang yg percaya tapi ga taat prokes  sama aja boong cok  gamau vaksin itu jg merepotkan huh,0.0
<USERNAME> informasi saat ini peraturan ppkm tersebut berlaku mulai <NUM> juli hingga waktu yang belum ditentukan  mohon cek secara berkala  terima kasih    mutia,3.0
covid mereda dong pleaseeeee  mau ke jawa bulan depan,4.0
<USERNAME> pinginnya tiduran digaji  ppkm terus gpp kl itu,4.0
<USERNAME> cuma mau bilang orang pdi  p  ribka ciptaning anti vaksin,4.0
"@Udin70020291 @MiGoreeeng @ThoriqReynaldy @willdahamid kenapa karantina gak dipakai tapi pakai kata PSBB? untuk menghindari kewajiban menghidupi rakyat selama karantina. Kenapa PSBB diganti PPKM? karena ada banyak bansos saat PSBB, sehingga PPKM digunakan untuk menghindari permintaan bansos sebanyak saat PSBB.. Sok tahu saya aja ini",1.0
ppkm   pelan pelan karo mlakuu  <URL>,4.0
"Kesadaran vaksin rendah, ketika diwajibkan untuk perjalanan, akhirnya orang berbondong2 utk vaksin, akhirnya membludak, terjadi kerumunan, antri dari subuh.",0.0
to all my friends  covid  <NUM> is real  bila terjadi nya depan mata   amp  orang sekeliling kita  you tak akan boleh jadi manusia yang paling tersangka baik  walhal you perlu  tapi rasa tu diselubung dengan takut hilangnya orang tersayang…,4.0
"@nillanil @AREAJULID kenapa ya indo ga nerapin kebijakan begini
mungkin kalau diterapkan, kecil kemungkinan varian-varian covid baru muncul di indo",2.0
"@Ndons_Back Mahluk biadab,pake duit negara ditengah rakyat kesusahan 0ksigen,obat dll utk bertahan hidup lawan covid",4.0
masyarakat papua siap sukseskan pon xx  ppkm pulihkan negeri <URL>,3.0
kelompok ambigu inilah yang kerap teriak lengserkan presiden tapi seperti mati ketakutan meminta lockdown  agamanya cuma sebatas kerongkongan saja  ,1.0
"@karoean @BebekDolan @dayatia sudah coba diingatkan pak u coba proning jg, krn anaknya yg merawat jg dokter muda tp ga tahu jg kl lg blank krn dia jg kena covid cm sdhbagak lumayan dan bapaknya br meninggal.",2.0
apa mungkin karena flight semakin sedikit trus jadwal penerbangan juga banyak berubah karena efek dari ppkm ya  ,0.0
<USERNAME> coba part time nder  walau agak susah jg soalnya lagi ada ppkm  atau kamu jadi reseller gitu deh  kalo kamu gk punya modal coba ini  aku udah hasilin sekitar k  kamu cuma undang temen nder  atau kamu scroll video² gitu  <URL>,3.0
melongok muara baru  terancam tenggelam dan rentan di masa pandemi  <URL>,3.0
<USERNAME> jangan perpanjang ppkm lagi pak  takutnya ada demo lagi di kota kota lain,4.0
"@kopiganja Di daerah ku udah lamaaaaa berita covid dikaburkan, beritanya jarang2 bgt, soalnya warga menolak ttg berita covid dan tiba2, boom kena ikutan PPKM darurat non Jawa-Bali.",3.0
ada banyak cara seorang jurnalis melakukan tugasnya  kritik salah satunya  tapi bukan satu satunya  dlm melawan covid  sy mengambil sikap u  lbh memanfaatkan kenalan sy di pemerintahan u  membantu mencarikan solusi yg rakyat yg membutuhkan  ,0.0
dear teman  kalau kami terus menerus mengingatkan prokes  itu karena kami sayang padamu  kami tahu virus corona ada  dan sangat berbahaya  <NUM>  kasus adalah kritis  <NUM>  berat  kami ingin kita semua sehat dan selamat  kenapa kalau diingatkan  kau justru marah  marah  <URL>,3.0
profil dr lois owien  sang dokter kontroversial tak percaya covid <NUM> tonton video lengkapnya   <URL>,3.0
umur mmg ditangan tuhan  kapan   amp  dimana kita mati  hanya allah yg tahu  menggilanya pandemi yg tak sanggup diatasi hingga memakan banyak korban  jangan menyalahkan tuhan krn dianggap sudah takdir  nya  sebelum itu terjadi kita wajib berdoa   amp  berikhtiar agar mendapat takdir terbaik,0.0
vaksin sinopharm yang dijual kimia farma diduga hibah dari uea  diky chandra  separah itukah negaraku  <URL>,3.0
<USERNAME> korban imbas dari ppkm darurat nih  iman nya terlalu tipis  ,4.0
kabareskrim polri komjen pol  agus andrianto meminta kepada para distributor obat untuk menyegerakan pendisitribusian obat dikarenakan situasi darurat di masa pandemi  tingkatkan gerai vaksinasi <URL>,3.0
aku suka ppkm tnpa pp   ,4.0
“sekarang kalau pulang bapaknya sudah enggak ada  ” kata suami saya lamat  lamat dalam isakan tangisnya saat itu    ada rasa duka yang juga tidak tersalurkan  yang tidak tuntas  <USERNAME>  <URL>,3.0
<NUM>  <NUM> orang terima vaksinasi covid  <NUM> dari federal oil   amp  mrt jakarta <URL>,3.0
<USERNAME> krn yg dipersiapkan slm ini cm bed rs  oksigen g  y ruwet mmg  hrs lockdown u meredakannya  ,4.0
<USERNAME> iya mbak  pengennya sih gak vaksin,3.0
"Menyampaikan Himbauan Patuhilah Protokol Kesehatan Cegah Covid-19
.
JAGOAN PALEMBANG
JAGO PALEMBANG !

@DivHumas_Polri
@ditbinmaspoldas
@irvanprawira
@BinmasUlu2 https://t.co/8ONYglZxrg",4.0
<USERNAME> emang terkendali bung  elunya aja yg buat hoax  covid dibesar²in padahal cm flu biasa aja dibilang covid,0.0
<USERNAME> lps ni tiap tahun ker cucuk vaksin covid  <NUM> atau renew tiap <NUM> bulan sekali  ,4.0
<USERNAME> aamiin ya rabbal  alamin semoga pandemi cepat berlalu dan jangan datang lagi,4.0
udah gk peduli berita berita covid  fokus kerja kerja kerja sama jaga kesehatan diri dan keluarga aja  wes ngono wae  ,4.0
dimasa pandemi seperti ini sangat penting untuk menjaga imun masing masing ,3.0
sehat terus untuk semua nakes yg berjibaku menghadapi covid  <NUM> ini    walaupun rasa khawatir tetap ada di dlm hati  <URL>,3.0
@_lts_m3_lr00m Budak kunaon lur? Positif covid? Mugia lekas pulih &amp; sehat kembali seperti sediakala...,4.0
distribusi vaksin gratis di perlambat  masyarakat sulit cari vaksin gratis  dan akhirnya   bayar   cara biadab mempersulit rakyat   kimia farma,3.0
maaf aku salty dan mungkin akan menyinggung perasaan orang lain but this need to be said out loud sebelum aku consumed by negativity  jangan gampangin covid plis  ,4.0
jujur ini kalau ppkm diperpanjang 6 minggu gua bisa stress,1.0
<USERNAME> situ uda vaksin belom   ,4.0
this dari awal dah mikir apa iya secanggih itu sampe ada chip di vaksin nya   <URL>,4.0
pemerintah apresiasi mayoritas masyarakat setuju vaksinasi covid   <URL>,3.0
selamat pagi sahabat twiips di manapun anda berada  mari kita jaga imun kita agar ttap vit dan ttap patuh pd prokes yg ada  bagi yg belum vaksin agar segera melakukan vaksinasi secepatnya  penentuan heard imunitty dan gerakan lepas masker ada di tangan kita  ,0.0
<USERNAME> <USERNAME> tidak  smua org yg menyikapi ppkm darurat dgn bisa santai  sperti dlakukan para pjabat dan pegawai bumn  di dunia nyata rakyat kecil sedang berjibaku antara bertahan hidup atau  mati  pjabatnya asik mengulas cerita sinetron yg sandiwara dongeng semata  <URL>,1.0
<USERNAME> alhamdulillah  aq ga sampe sesak dada  semua baik  kadar oksigenku tembus <NUM> terus  padahal pasien covid biasane kadarnya dibawah <NUM>  aq ketolong gowes mben isuk mas  alhamdulillah,3.0
kasus covid  <NUM> di indonesia meningkat  <NUM> hal sepele ini akan membuat virus covid  <NUM> lebih cepat menularkan <URL> <URL>,3.0
luhut minta maaf ke rakyat  dr  tirta  akhirnya ada tokoh negara minta maaf atas penanganan covid  <NUM> <URL>,3.0
<USERNAME> kena ppkm  hahaha,4.0
<USERNAME> <USERNAME> ada juga berita yang bilang beliau hanya ingin mengetes ramuan miliknya yang katanya menambah imun  tapi terlepas dari semuanya  menurut saya hal ini tetap konyol  hal yang memprihatinkan di tengah pandemi seperti ini  <URL>,3.0
"LOCKDOWN HIDUPKAN MIHRAB DI RUMAH EDISI KHAS AIDILADHA HARI 2

GELOMBANG TASBIH

Tasbih merupakan salah satu tanda kita hamba kepada Allah SWT. Jadi, ayuh bertasbih dan sentiasa mengingati kekuasaan Allah SWT. 

#TickTalkTV
#HidupkanMihrabDiRumah
#EdisiKhasAidiladha https://t.co/Ke1AoMhvfc",4.0
astaghfirullah  perpanjangan ppkm sampe <NUM> agustus   tega bener sih  ,4.0
patroli polsek bendosari bersama koramil sambangi pemukiman warga serta imbauan kamtibmas dan protokol kesehatan cegah penyebaran covid  <NUM>    <NUM>  <NUM>  <NUM>      <URL>,3.0
"@sosmedkeras @rehatduluya Engga. Gue sadar di pandemi semua orang lagi susah ga cuma keluarga gua doang. Laper? Banget, dulu semua bisa beli sekarang mikir2. bayar2 tagihan pake utang ya gua dan keluarga nikmatin aja sambil tetep bersyukur",3.0
lama  lama vaksin dijadikan sebagai dasar pengurusan dokumen negara nih  apa  apa pasti ditanya vaksan vaksin  untung w udh,3.0
klinik di belinyu ditutup  usai didatangi pendatang yang positif covid  <NUM> <URL>,3.0
<USERNAME> beruntung yang ppkm ,4.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> oalah gtu ya tp kenapa orang sebelum vaksin meninggal karena positif tp kalo udah vaksin meninggal karena penyakit bawaan ,3.0
"yang dsuruh nangani covid, orang2 bisnis,

gak heran klo akhirnya covid dibisniskan juga ! https://t.co/KweuWvvxxT",0.0
ppkm rakyat sehat dr  socrates s  yoman  realita terbalik   twisted reality  <URL>,4.0
pengamat  kenapa vaksin harus bayar saat diserahkan ke kimia farma  duitnya ke mana  <URL>,3.0
petugas patroli dan istilah ppkm adalah hal yg menakutkan bagiku  dibikin tak berdaya  kolaps  ,0.0
@dearnajaemine Iya pantes.. ak dpt sinovac ngga ada efek apa2 selain abis vaksin trs menci2 sama tenggorokan gatel kaya abis makan gorengan 4 harian.. tp gak ada demam dll..,4.0
reny a lamadjido minta dinkes palu update data covid  <NUM> setiap hari   tribun palu <URL>,3.0
<USERNAME> pecat semuanya  fullset   masuk bareng  keluar bareng jg agar tdk ninggalin jejak virus menularnya  dan dicatat sbg pihak yg bertggjwb scr lsg   tdk lsg thd meninggal dunianya rakyat ind akibat covid ini  klo gak mau dicatat  sdh dicatat oleh malaikat  tunggu di akhirat y,0.0
<USERNAME> kenapa kau gelak weh mak aku ckp ada ke vaksin malam  adui,4.0
<USERNAME> <USERNAME> sebagus apapun kamu me  makeup  memoles percuma  emang cmn segitu kapasitasnya  blusukan malam  artinya dia tdk mengerti apa itu ppkm darurat  jejak digital jelas  dia plg byk melanggar aturan selama covid yg terkendali ini,1.0
kalo ppkm diperpanjang yg untung banyak dokter ga si,4.0
udah tau ppkm sebegini menyusahkan  tapi disuruh prokes tinggal make masker aja susahnya naudzubillah  gitu gitu masih aja saling saling menyalahkan  dirinya sendiri saja engga bisa di atur  beginilah hidup di tengah orang yang sak penak e dewe  ,1.0
otw vaksin ,4.0
<USERNAME> kalau ini sengaja secara sistematis biar makin liar shingga pemerintah makin susah mengendalikan covid  sudah perlu ditindak kalau perlu di cambuk  kesampingkan ham  korut aja bisa kasus nol covid,1.0
"Saya sering jumpa org yg menyepelekan Covid bawa-bawa nama kamu. Beberapa diantaranya bahkan ada yg keluarganya atau dia sendiri meninggal. Tangan anda sudah berlumuran darah, dok. Saya cuma ingatkan Tuhan Maha Adil.. https://t.co/e9A9GHGXV7",3.0
jual netflix premium  sharing k  bulan  <NUM>  <NUM> bulan private k  bulan  spotify disney hotstar apple music viu youtube go wetv grammarly hbo iqiyi nia ramadhani ardi bakrie narkoba baal ppkm basmi covid paspampres be ready indomy nyetrika choi san semester <NUM> farhan reyna inazuma <URL>,4.0
ppkm sudah tepat sih ya menurut gue  <URL>,4.0
akhirnya besok kebagian jadwal vaksin dari kantor  ,3.0
ppkm darurat saya pikir g berguna  selama masih aja masyarakat yg bandel  kenyataan covid terus meningkat  dah cabut aja  kami butuh pekerjaan buat ngasih makan keluarga kami  ingat kucing yang kelaparan ganasnya akan seperti macan demi mendapatkan makanan  ,0.0
@Iyan_KH Ini gejalanya : https://t.co/HdB9BiTeLf,3.0
minggu² gini lagi ppkm ya dirumah mulu,4.0
"Sentuhan Dhuha pg ni..

Ustaz ckp nk lawan covid pakai duit.

Doa , Usaha, Ikhtiar , Tawakal

Aku ckup tak suka bila org ckp, ""kalau nk mati tu mati juga""

Dia lupa, sebelum tawakal kena ikhtiar dulu.",4.0
<USERNAME> <USERNAME> yg satu plonga  plongo  satunya lagi ngamuk  pelit ngasi makan rakyat utk lockdown  obral bancaan korupsi bansos utk oligarki ya   jadinya morat  marit bin ambyar negara ini ‼,1.0
<USERNAME> iya  hrs di setiap puskesmas siap laksanakan vaksin penduduk cukup tunjukkan ktp,3.0
<USERNAME> <USERNAME> ppkm variant,4.0
<USERNAME> dok apakah sudah ada solusi  mungkin smacam surat keterangan dokter  rs untuk odai yg blum bisa divaksin  agar ttp bisa bepergian ke luar kota  naik pesawat  bekerja  menghadiri acara penting  dsb  mengingat skrg hampir smua lini itu mewajibkan sertifikat vaksin,3.0
ini udah gak ppkm kan  ,4.0
selamat berkurban dan berbagi di hari raya masih dalam pandemi  ,4.0
yang diributin pas ppkm   bkn soal cari makan susah tapi soal mo punya uang lebih susah  mo punya motor baru susah  mo liburan susah  kalau tiap rumah sisihkan sepiring nasi   lauk utk yg blm makan aja  ga akan ada org kelaparan di lingkungan rumah itu  ,1.0
twitter do ur magic    jualan dimsum  produksi sendiri  ga bisa kemana karena ppkm jadi jualan online ajah  <URL>,4.0
<USERNAME> maaf oot gais spill cara kalian mengatasi mamak yg malah bilang vaksin itu berbahaya dong  cape bgt aku tuh dimarahin mulu karena vaksin  bapak juga udah nyerah menghadapi omelan mamak tiap bahas vaksin <URL>,3.0
<USERNAME> <USERNAME> sorry bang  saya salah satu penyintas covid  dr lois sebagian teori dia benar  keluarga saya juga penyintas covid  semua sembuh dengan obat biasa dokter umum  saya   ibu  adej  istri demam dan anosmia  ,3.0
ppkm  pengen pacarin kim mingyu <URL>,4.0
@txtdrikomisaris @toropedia Pemerintah gakan berani make kata lockdown,3.0
abis vaksin knp teler bgtbgt,4.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> vakin covid  nt comen tapi ga faham yg di bahas pantesan presiden di bilang berhasil  ,4.0
<USERNAME> halo bpk  ibu  sehubungan dalam masa tanggap darurat covid  <NUM> dan ppkm darurat maka untuk kegiatan weekend banking bank mandiri tidak melaksanakan operasional sementara terhitung mulai tanggal <NUM> juli <NUM>  tetap jaga kesehatan dan selalu gunakan masker saat berpergian  tks  tama,3.0
media korea utara soroti kasus covid  <NUM> di indonesia yang meningkat <URL> <URL>,3.0
vaksinasi gotong royong   berbayar  kini bisa diakses secara individu di kimia farma  tapi tidak berarti bisa beli sendiri untuk   booster  alias dosis ketiga  <URL>,3.0
<USERNAME> skrg d semenanjung  ramai org tgh marah dgn org kelantan coz dey broke the sops n etc  sbb raya haji  to da point dat a lot of people r cursing da kelantanses n hope dat dey will die wit covid n burn in hell for their selfishness n stubbornness,4.0
ppkm darurat  kai klaim mobilitas pengguna kereta menurun       https  t  co  vkwsrpt,3.0
yakin pasti ada benang merahnya antara degan ijo sama vaksin,4.0
Sesibuk apa-pun kalian sempatkan dan cari menyadari dimanakapan kalian sanggup laksanakan vaksin mari sukseskan program vaksin ini bersama dimulai dari kalian. Satupadu Lawan Corona https://t.co/JuCCdMCsrF,2.0
"@ArisWila @tyobdg ODGJ itu mereka yg suka memaksakan kehendak sesuai kemauan mereka tanpa melihat fakta dan data apalagi kewenangan.
DPR kewenangannya adalah bidang legislatif.
BPOM kewenangannya adalah bidang obat dan makanan.
Lalu Vaksin diapprove di mana sesuai kewenangan?",1.0
orang ramai dinasihatkan supaya bersabar dan mengambil iktibar penularan covid  <NUM> yang berlaku semasa aidilfitri lalu  <URL>,4.0
